FirstName;LastName;Team;Webpage;Img;Number;Position;Shoots;Height;Weight;Birthdate;Hometown
Alex;Lyon;Flyers;https://www.nhl.com/player/alex-lyon-8479312;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479312.jpg;34;G;--;"6'1""";201;12/09/92;Baudette, MN, USA
William;Carrier;Golden Knights;https://www.nhl.com/player/william-carrier-8477478;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477478.jpg;28;LW;L;"6'2""";218;12/20/94;LaSalle, QC, CAN
Nick;Cousins;Golden Knights;https://www.nhl.com/player/nick-cousins-8476393;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476393.jpg;21;C;L;"5'11""";183;07/20/93;Belleville, ON, CAN
Reid;Duke;Golden Knights;https://www.nhl.com/player/reid-duke-8478097;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478097.jpg;37;C;R;"6'0""";191;01/28/96;Calgary, AB, CAN
William;Karlsson;Golden Knights;https://www.nhl.com/player/william-karlsson-8476448;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476448.jpg;71;C;L;"6'0""";195;01/08/93;Marsta, SWE
Peyton;Krebs;Golden Knights;https://www.nhl.com/player/peyton-krebs-8481522;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481522.jpg;18;C;L;"5'11""";180;01/26/01;Calgary, AB, CAN
Jonathan;Marchessault;Golden Knights;https://www.nhl.com/player/jonathan-marchessault-8476539;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476539.jpg;81;C;R;"5'9""";180;12/27/90;Cap-Rouge, QC, CAN
Tomas;Nosek;Golden Knights;https://www.nhl.com/player/tomas-nosek-8477931;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477931.jpg;92;LW;L;"6'2""";205;09/01/92;Pardubice, CZE
Max;Pacioretty;Golden Knights;https://www.nhl.com/player/max-pacioretty-8474157;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474157.jpg;67;LW;L;"6'2""";215;11/20/88;New Canaan, CT, USA
Ryan;Reaves;Golden Knights;https://www.nhl.com/player/ryan-reaves-8471817;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471817.jpg;75;RW;R;"6'2""";225;01/20/87;Winnipeg, MB, CAN
Nicolas;Roy;Golden Knights;https://www.nhl.com/player/nicolas-roy-8478462;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478462.jpg;10;C;R;"6'4""";200;02/05/97;Amos, QC, CAN
Dylan;Sikura;Golden Knights;https://www.nhl.com/player/dylan-sikura-8478106;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478106.jpg;95;RW;L;"5'11""";166;06/01/95;Aurora, ON, CAN
Reilly;Smith;Golden Knights;https://www.nhl.com/player/reilly-smith-8475191;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475191.jpg;19;RW;L;"6'1""";183;04/01/91;Mimico, ON, CAN
Paul;Stastny;Golden Knights;https://www.nhl.com/player/paul-stastny-8471669;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471669.jpg;26;C;L;"6'0""";193;12/27/85;Quebec City, QC, CAN
Chandler;Stephenson;Golden Knights;https://www.nhl.com/player/chandler-stephenson-8476905;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476905.jpg;20;C;L;"6'0""";208;04/22/94;Saskatoon, SK, CAN
Mark;Stone;Golden Knights;https://www.nhl.com/player/mark-stone-8475913;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475913.jpg;61;RW;R;"6'3""";202;05/13/92;Winnipeg, MB, CAN
Alex;Tuch;Golden Knights;https://www.nhl.com/player/alex-tuch-8477949;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477949.jpg;89;RW;R;"6'4""";220;05/10/96;Syracuse, NY, USA
Dylan;Coghlan;Golden Knights;https://www.nhl.com/player/dylan-coghlan-8479639;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479639.jpg;52;D;R;"6'2""";190;02/19/98;Duncan, BC, CAN
Deryk;Engelland;Golden Knights;https://www.nhl.com/player/deryk-engelland-8468674;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8468674.jpg;5;D;R;"6'2""";212;04/03/82;Edmonton, AB, CAN
Nick;Holden;Golden Knights;https://www.nhl.com/player/nick-holden-8474207;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474207.jpg;22;D;L;"6'4""";212;05/15/87;St. Albert, AB, CAN
Alec;Martinez;Golden Knights;https://www.nhl.com/player/alec-martinez-8474166;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474166.jpg;23;D;L;"6'1""";209;07/26/87;Rochester Hills, MI, USA
Brayden;McNabb;Golden Knights;https://www.nhl.com/player/brayden-mcnabb-8475188;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475188.jpg;3;D;L;"6'4""";213;01/21/91;Davidson, SK, CAN
Jon;Merrill;Golden Knights;https://www.nhl.com/player/jon-merrill-8475750;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475750.jpg;15;D;L;"6'3""";195;02/03/92;Oklahoma City, OK, USA
Nate;Schmidt;Golden Knights;https://www.nhl.com/player/nate-schmidt-8477220;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477220.jpg;88;D;L;"6'0""";194;07/16/91;St. Cloud, MN, USA
Shea;Theodore;Golden Knights;https://www.nhl.com/player/shea-theodore-8477447;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477447.jpg;27;D;L;"6'2""";195;08/03/95;Langley, BC, CAN
Zach;Whitecloud;Golden Knights;https://www.nhl.com/player/zach-whitecloud-8480727;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480727.jpg;2;D;R;"6'2""";209;11/28/96;Brandon, MB, CAN
Oscar;Dansk;Golden Knights;https://www.nhl.com/player/oscar-dansk-8476861;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476861.jpg;35;G;--;"6'3""";195;02/28/94;Stockholm, SWE
Marc-Andre;Fleury;Golden Knights;https://www.nhl.com/player/marc-andre-fleury-8470594;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470594.jpg;29;G;--;"6'2""";185;11/28/84;Sorel, QC, CAN
Robin;Lehner;Golden Knights;https://www.nhl.com/player/robin-lehner-8475215;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475215.jpg;90;G;--;"6'4""";240;07/24/91;Gothenburg, SWE
Sebastian;Aho;Hurricanes;https://www.nhl.com/player/sebastian-aho-8478427;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478427.jpg;20;C;L;"6'0""";176;07/26/97;Rauma, FIN
Clark;Bishop;Hurricanes;https://www.nhl.com/player/clark-bishop-8478056;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478056.jpg;64;C;L;"6'1""";199;03/29/96;St. John's, NL, CAN
Ryan;Dzingel;Hurricanes;https://www.nhl.com/player/ryan-dzingel-8476288;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476288.jpg;18;C;L;"6'0""";190;03/09/92;Wheaton, IL, USA
Warren;Foegele;Hurricanes;https://www.nhl.com/player/warren-foegele-8477998;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477998.jpg;13;LW;L;"6'2""";198;04/01/96;Markham, ON, CAN
Morgan;Geekie;Hurricanes;https://www.nhl.com/player/morgan-geekie-8479987;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479987.jpg;43;C;R;"6'3""";192;07/20/98;Strathclair, MB, CAN
Steven;Lorentz;Hurricanes;https://www.nhl.com/player/steven-lorentz-8478904;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478904.jpg;78;C;L;"6'4""";206;04/13/96;Kitchener, ON, CAN
Jordan;Martinook;Hurricanes;https://www.nhl.com/player/jordan-martinook-8476921;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476921.jpg;48;LW;L;"6'0""";196;07/25/92;Brandon, MB, CAN
Max;McCormick;Hurricanes;https://www.nhl.com/player/max-mccormick-8476323;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476323.jpg;28;LW;L;"5'11""";188;05/01/92;De Pere, WI, USA
Brock;McGinn;Hurricanes;https://www.nhl.com/player/brock-mcginn-8476934;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476934.jpg;23;LW;L;"6'0""";187;02/02/94;Fergus, ON, CAN
Martin;Necas;Hurricanes;https://www.nhl.com/player/martin-necas-8480039;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480039.jpg;88;C;R;"6'2""";189;01/15/99;Nove Mesto na Morave, CZE
Nino;Niederreiter;Hurricanes;https://www.nhl.com/player/nino-niederreiter-8475799;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475799.jpg;21;RW;L;"6'2""";218;09/08/92;Chur, CHE
Jordan;Staal;Hurricanes;https://www.nhl.com/player/jordan-staal-8473533;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473533.jpg;11;C;L;"6'4""";220;09/10/88;Thunder Bay, ON, CAN
Andrei;Svechnikov;Hurricanes;https://www.nhl.com/player/andrei-svechnikov-8480830;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480830.jpg;37;RW;L;"6'2""";195;03/26/00;Barnaul, RUS
Teuvo;Teravainen;Hurricanes;https://www.nhl.com/player/teuvo-teravainen-8476882;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476882.jpg;86;LW;L;"5'11""";191;09/11/94;Helsinki, FIN
Vincent;Trocheck;Hurricanes;https://www.nhl.com/player/vincent-trocheck-8476389;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476389.jpg;16;C;R;"5'10""";183;07/11/93;Pittsburgh, PA, USA
Justin;Williams;Hurricanes;https://www.nhl.com/player/justin-williams-8468508;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8468508.jpg;14;RW;R;"6'1""";184;10/04/81;Cobourg, ON, CAN
Jake;Bean;Hurricanes;https://www.nhl.com/player/jake-bean-8479402;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479402.jpg;24;D;L;"6'1""";186;06/09/98;Calgary, AB, CAN
Haydn;Fleury;Hurricanes;https://www.nhl.com/player/haydn-fleury-8477938;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477938.jpg;4;D;L;"6'3""";208;07/08/96;Carlyle, SK, CAN
Jake;Gardiner;Hurricanes;https://www.nhl.com/player/jake-gardiner-8474581;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474581.jpg;51;D;L;"6'2""";203;07/04/90;Minnetonka, MN, USA
Dougie;Hamilton;Hurricanes;https://www.nhl.com/player/dougie-hamilton-8476462;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476462.jpg;19;D;R;"6'6""";229;06/17/93;Toronto, ON, CAN
Roland;McKeown;Hurricanes;https://www.nhl.com/player/roland-mckeown-8477981;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477981.jpg;55;D;R;"6'1""";195;01/20/96;Listowel, ON, CAN
Brett;Pesce;Hurricanes;https://www.nhl.com/player/brett-pesce-8477488;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477488.jpg;22;D;R;"6'3""";206;11/15/94;Tarrytown, NY, USA
Brady;Skjei;Hurricanes;https://www.nhl.com/player/brady-skjei-8476869;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476869.jpg;76;D;L;"6'3""";210;03/26/94;Lakeville, MN, USA
Jaccob;Slavin;Hurricanes;https://www.nhl.com/player/jaccob-slavin-8476958;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476958.jpg;74;D;L;"6'3""";207;05/01/94;Denver, CO, USA
Trevor;van Riemsdyk;Hurricanes;https://www.nhl.com/player/trevor-van-riemsdyk-8477845;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477845.jpg;57;D;R;"6'2""";192;07/24/91;Middletown, NJ, USA
Sami;Vatanen;Hurricanes;https://www.nhl.com/player/sami-vatanen-8475222;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475222.jpg;45;D;R;"5'10""";185;06/03/91;Jyväskylä, FIN
Anton;Forsberg;Hurricanes;https://www.nhl.com/player/anton-forsberg-8476341;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476341.jpg;31;G;--;"6'3""";192;11/27/92;Härnösand, SWE
Petr;Mrazek;Hurricanes;https://www.nhl.com/player/petr-mrazek-8475852;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475852.jpg;34;G;--;"6'1""";190;02/14/92;Ostrava, CZE
Alex;Nedeljkovic;Hurricanes;https://www.nhl.com/player/alex-nedeljkovic-8477968;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477968.jpg;39;G;--;"6'0""";189;01/07/96;Parma, OH, USA
James;Reimer;Hurricanes;https://www.nhl.com/player/james-reimer-8473503;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473503.jpg;47;G;--;"6'2""";220;03/15/88;Morweena, MB, CAN
Josh;Bailey;Islanders;https://www.nhl.com/player/josh-bailey-8474573;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474573.jpg;12;RW;L;"6'1""";200;10/02/89;Bowmanville, ON, CAN
Mathew;Barzal;Islanders;https://www.nhl.com/player/mathew-barzal-8478445;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478445.jpg;13;C;R;"6'0""";187;05/26/97;Coquitlam, BC, CAN
Anthony;Beauvillier;Islanders;https://www.nhl.com/player/anthony-beauvillier-8478463;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478463.jpg;18;LW;L;"5'11""";182;06/08/97;Sorel-Tracy, QC, CAN
Derick;Brassard;Islanders;https://www.nhl.com/player/derick-brassard-8473544;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473544.jpg;10;C;L;"6'1""";202;09/22/87;Hull, QC, CAN
Casey;Cizikas;Islanders;https://www.nhl.com/player/casey-cizikas-8475231;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475231.jpg;53;C;L;"5'11""";195;02/27/91;Toronto, ON, CAN
Cal;Clutterbuck;Islanders;https://www.nhl.com/player/cal-clutterbuck-8473504;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473504.jpg;15;RW;R;"5'11""";216;11/18/87;Welland, ON, CAN
Michael;Dal Colle;Islanders;https://www.nhl.com/player/michael-dal-colle-8477936;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477936.jpg;28;LW;L;"6'3""";204;06/20/96;Woodbridge, ON, CAN
Jordan;Eberle;Islanders;https://www.nhl.com/player/jordan-eberle-8474586;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474586.jpg;7;RW;R;"5'11""";187;05/15/90;Regina, SK, CAN
Ross;Johnston;Islanders;https://www.nhl.com/player/ross-johnston-8477527;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477527.jpg;32;LW;L;"6'5""";235;02/18/94;Charlottetown, PE, CAN
Otto;Koivula;Islanders;https://www.nhl.com/player/otto-koivula-8479526;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479526.jpg;21;LW;L;"6'4""";219;09/01/98;Nokia, FIN
Leo;Komarov;Islanders;https://www.nhl.com/player/leo-komarov-8473463;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473463.jpg;47;RW;L;"5'11""";209;01/23/87;Narva, EST
Tom;Kuhnhackl;Islanders;https://www.nhl.com/player/tom-kuhnhackl-8475832;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475832.jpg;14;RW;L;"6'2""";196;01/21/92;Landshut, DEU
Andrew;Ladd;Islanders;https://www.nhl.com/player/andrew-ladd-8471217;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471217.jpg;16;LW;L;"6'3""";192;12/12/85;Maple Ridge, BC, CAN
Anders;Lee;Islanders;https://www.nhl.com/player/anders-lee-8475314;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475314.jpg;27;LW;L;"6'3""";231;07/03/90;Edina, MN, USA
Matt;Martin;Islanders;https://www.nhl.com/player/matt-martin-8474709;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474709.jpg;17;LW;L;"6'3""";220;05/08/89;Windsor, ON, CAN
Brock;Nelson;Islanders;https://www.nhl.com/player/brock-nelson-8475754;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475754.jpg;29;C;L;"6'3""";212;10/15/91;Warroad, MN, USA
Jean-Gabriel;Pageau;Islanders;https://www.nhl.com/player/jean-gabriel-pageau-8476419;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476419.jpg;44;C;R;"5'10""";180;11/11/92;Ottawa, ON, CAN
Sebastian;Aho;Islanders;https://www.nhl.com/player/sebastian-aho-8480222;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480222.jpg;38;D;L;"5'11""";177;02/17/96;Umea, SWE
Johnny;Boychuk;Islanders;https://www.nhl.com/player/johnny-boychuk-8470187;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470187.jpg;55;D;R;"6'2""";227;01/19/84;Edmonton, AB, CAN
Noah;Dobson;Islanders;https://www.nhl.com/player/noah-dobson-8480865;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480865.jpg;8;D;R;"6'4""";184;01/07/00;Summerside, PE, CAN
Andy;Greene;Islanders;https://www.nhl.com/player/andy-greene-8472382;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8472382.jpg;4;D;L;"5'11""";190;10/30/82;Trenton, MI, USA
Thomas;Hickey;Islanders;https://www.nhl.com/player/thomas-hickey-8474066;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474066.jpg;34;D;L;"6'0""";183;02/08/89;Calgary, AB, CAN
Nick;Leddy;Islanders;https://www.nhl.com/player/nick-leddy-8475181;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475181.jpg;2;D;L;"6'0""";207;03/20/91;Eden Prairie, MN, USA
Scott;Mayfield;Islanders;https://www.nhl.com/player/scott-mayfield-8476429;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476429.jpg;24;D;R;"6'5""";223;10/14/92;St. Louis, MO, USA
Adam;Pelech;Islanders;https://www.nhl.com/player/adam-pelech-8476917;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476917.jpg;3;D;L;"6'3""";218;08/16/94;Toronto, ON, CAN
Ryan;Pulock;Islanders;https://www.nhl.com/player/ryan-pulock-8477506;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477506.jpg;6;D;R;"6'2""";217;10/06/94;Dauphin, MB, CAN
Devon;Toews;Islanders;https://www.nhl.com/player/devon-toews-8478038;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478038.jpg;25;D;L;"6'1""";191;02/21/94;Abbotsford, BC, CAN
Christopher;Gibson;Islanders;https://www.nhl.com/player/christopher-gibson-8476444;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476444.jpg;33;G;--;"6'2""";207;12/27/92;Karkkila, FIN
Thomas;Greiss;Islanders;https://www.nhl.com/player/thomas-greiss-8471306;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471306.jpg;1;G;--;"6'2""";232;01/29/86;Fussen, DEU
Semyon;Varlamov;Islanders;https://www.nhl.com/player/semyon-varlamov-8473575;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473575.jpg;40;G;--;"6'2""";205;04/27/88;Samara, RUS
Mason;Appleton;Jets;https://www.nhl.com/player/mason-appleton-8478891;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478891.jpg;82;C;R;"6'2""";193;01/15/96;Green Bay, WI, USA
Gabriel;Bourque;Jets;https://www.nhl.com/player/gabriel-bourque-8475268;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475268.jpg;57;LW;L;"5'10""";206;09/23/90;Rimouski, QC, CAN
Kyle;Connor;Jets;https://www.nhl.com/player/kyle-connor-8478398;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478398.jpg;81;LW;L;"6'1""";182;12/09/96;Shelby Township, MI, USA
Andrew;Copp;Jets;https://www.nhl.com/player/andrew-copp-8477429;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477429.jpg;9;C;L;"6'1""";206;07/08/94;Ann Arbor, MI, USA
Cody;Eakin;Jets;https://www.nhl.com/player/cody-eakin-8475236;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475236.jpg;20;C;L;"6'0""";183;05/24/91;Winnipeg, MB, CAN
Nikolaj;Ehlers;Jets;https://www.nhl.com/player/nikolaj-ehlers-8477940;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477940.jpg;27;LW;L;"6'0""";172;02/14/96;Aalborg, DNK
Jansen;Harkins;Jets;https://www.nhl.com/player/jansen-harkins-8478424;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478424.jpg;58;C;L;"6'1""";182;05/23/97;Cleveland, OH, USA
Patrik;Laine;Jets;https://www.nhl.com/player/patrik-laine-8479339;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8479339.jpg;29;RW;R;"6'5""";206;04/19/98;Tampere, FIN
Mark;Letestu;Jets;https://www.nhl.com/player/mark-letestu-8473914;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473914.jpg;22;C;R;"5'10""";195;02/04/85;Elk Point, AB, CAN
Bryan;Little;Jets;https://www.nhl.com/player/bryan-little-8473412;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473412.jpg;18;C;R;"6'0""";191;11/12/87;Edmonton, AB, CAN
Adam;Lowry;Jets;https://www.nhl.com/player/adam-lowry-8476392;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476392.jpg;17;C;L;"6'5""";210;03/29/93;St. Louis, MO, USA
Mathieu;Perreault;Jets;https://www.nhl.com/player/mathieu-perreault-8473618;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473618.jpg;85;LW;L;"5'10""";188;01/05/88;Drummondville, QC, CAN
Jack;Roslovic;Jets;https://www.nhl.com/player/jack-roslovic-8478458;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478458.jpg;28;C;R;"6'1""";187;01/29/97;Columbus, OH, USA
Mark;Scheifele;Jets;https://www.nhl.com/player/mark-scheifele-8476460;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476460.jpg;55;C;R;"6'3""";207;03/15/93;Kitchener, ON, CAN
Logan;Shaw;Jets;https://www.nhl.com/player/logan-shaw-8476400;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476400.jpg;38;RW;R;"6'3""";208;10/05/92;Glace Bay, NS, CAN
Nicholas;Shore;Jets;https://www.nhl.com/player/nicholas-shore-8476406;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476406.jpg;21;C;R;"6'1""";198;09/26/92;Denver, CO, USA
Blake;Wheeler;Jets;https://www.nhl.com/player/blake-wheeler-8471218;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471218.jpg;26;RW;R;"6'5""";225;08/31/86;Plymouth, MN, USA
Nathan;Beaulieu;Jets;https://www.nhl.com/player/nathan-beaulieu-8476470;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476470.jpg;88;D;L;"6'2""";200;12/05/92;Strathroy, ON, CAN
Anthony;Bitetto;Jets;https://www.nhl.com/player/anthony-bitetto-8475868;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475868.jpg;2;D;L;"6'1""";210;07/15/90;Island Park, NY, USA
Carl;Dahlstrom;Jets;https://www.nhl.com/player/carl-dahlstrom-8477472;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477472.jpg;23;D;L;"6'4""";231;01/28/95;Stockholm, SWE
Dylan;DeMelo;Jets;https://www.nhl.com/player/dylan-demelo-8476331;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476331.jpg;12;D;R;"6'0""";191;05/01/93;London, ON, CAN
Dmitry;Kulikov;Jets;https://www.nhl.com/player/dmitry-kulikov-8475179;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8475179.jpg;7;D;L;"6'1""";204;10/29/90;Lipetsk, RUS
Josh;Morrissey;Jets;https://www.nhl.com/player/josh-morrissey-8477504;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477504.jpg;44;D;L;"6'0""";195;03/28/95;Calgary, AB, CAN
Sami;Niku;Jets;https://www.nhl.com/player/sami-niku-8478915;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478915.jpg;8;D;L;"6'1""";176;10/10/96;Haapavesi, FIN
Neal;Pionk;Jets;https://www.nhl.com/player/neal-pionk-8480145;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480145.jpg;4;D;R;"6'0""";186;07/29/95;Omaha, NE, USA
Tucker;Poolman;Jets;https://www.nhl.com/player/tucker-poolman-8477359;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477359.jpg;3;D;R;"6'2""";199;06/08/93;Dubuque, IA, USA
Luca;Sbisa;Jets;https://www.nhl.com/player/luca-sbisa-8474579;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8474579.jpg;5;D;L;"6'3""";206;01/30/90;Ozieri, ITA
Laurent;Brossoit;Jets;https://www.nhl.com/player/laurent-brossoit-8476316;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476316.jpg;30;G;--;"6'3""";204;03/23/93;Port Alberni, BC, CAN
Eric;Comrie;Jets;https://www.nhl.com/player/eric-comrie-8477480;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477480.jpg;1;G;--;"6'1""";175;07/06/95;Edmonton, AB, CAN
Connor;Hellebuyck;Jets;https://www.nhl.com/player/connor-hellebuyck-8476945;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476945.jpg;37;G;--;"6'4""";207;05/19/93;Commerce, MI, USA
Michael;Amadio;Kings;https://www.nhl.com/player/michael-amadio-8478020;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8478020.jpg;10;C;R;"6'1""";204;05/13/96;Sault Ste. Marie, ON, CAN
Dustin;Brown;Kings;https://www.nhl.com/player/dustin-brown-8470606;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470606.jpg;23;RW;R;"6'0""";210;11/04/84;Ithaca, NY, USA
Jeff;Carter;Kings;https://www.nhl.com/player/jeff-carter-8470604;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8470604.jpg;77;C;R;"6'3""";219;01/01/85;London, ON, CAN
Martin;Frk;Kings;https://www.nhl.com/player/martin-frk-8476924;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8476924.jpg;29;RW;R;"6'1""";205;10/05/93;Pelhrimov, CZE
Alex;Iafallo;Kings;https://www.nhl.com/player/alex-iafallo-8480113;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8480113.jpg;19;LW;L;"6'0""";188;12/21/93;Eden, NY, USA
Adrian;Kempe;Kings;https://www.nhl.com/player/adrian-kempe-8477960;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8477960.jpg;9;C;L;"6'2""";201;09/13/96;Kramfors, SWE
Anze;Kopitar;Kings;https://www.nhl.com/player/anze-kopitar-8471685;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8471685.jpg;11;C;L;"6'3""";225;08/24/87;Jesenice, SVN
Trevor;Lewis;Kings;https://www.nhl.com/player/trevor-lewis-8473453;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8473453.jpg;22;C;R;"6'1""";202;01/08/87;Salt Lake City, UT, USA
Blake;Lizotte;Kings;https://www.nhl.com/player/blake-lizotte-8481481;https://cms.nhl.bamgrid.com/images/headshots/current/60x60/8481481.jpg;46;C;L;"5'7""";172;12/13/97;Lindstrom, MN, USA
